name	year	occupation
Rhoda Griffis	1965	actor,voice actor,television actor,film actor
Rhonda Fleming	1923	actor,singer,television actor,film actor
Rhonda Vincent	1962	singer,musician,songwriter,mandolinist
Ric Flair	1949	writer,manager,amateur wrestler,professional wrestler,podcaster
Ric Weiland	1953	engineer,computer scientist
Ricardo Arias Espinosa	1912	politician,diplomat
Riccardo Giacconi	1931	astronomer,astrologer,physicist,astrophysicist,university teacher,visual artist
Rich Harrison	1975	record producer,songwriter
Rich Matteson	1929	composer,conductor,bandleader,jazz musician,music teacher
Rich Ross	2000	manager
Rich Swann	1991	professional wrestler
Richard Anderson Falk	1930	human rights activist,university teacher,peace activist
Richard Avedon	1923	photographer,designer,fashion photographer
Richard Axel	1946	neurologist,university teacher,biochemist
Richard Bach	1936	writer,military officer,aircraft mechanic,aircraft pilot,philosopher,opinion journalist,novelist,prosaist
Richard Barrett	1838	military personnel
Richard Barrett	1943	lawyer
Richard Bartholdt	1855	politician,Esperantist
Richard Bellis	1946	actor,composer,film score composer
Richard Borcherds	1959	mathematician,university teacher
Richard Bowie	1807	judge,lawyer,politician
Richard Brauer	1901	mathematician,university teacher
Richard Cain	1931	police officer
Richard Carlson	1961	writer,psychologist,psychotherapist,motivational speaker
Richard Carrier	1969	historian,philosopher
Richard Corliss	1944	screenwriter,journalist,film critic
Richard Courant	1888	physicist,mathematician,university teacher
Richard Crandall	1947	engineer,computer scientist,physicist,mathematician,inventor
Richard Crenna	1926	actor,television producer,television director
Richard Davalos	1930	actor,stage actor,television actor,film actor
Richard Dean Anderson	1950	actor,television producer,voice actor,film producer,television actor,film actor
Richard Donner	1930	screenwriter,executive producer,film director,film producer,director,film actor
Richard Doyle	1945	actor,voice actor,television actor
Richard Dreyfuss	1947	actor,stage actor,novelist,television actor,film actor
Richard Dysart	1929	actor,stage actor,television actor,film actor
Richard E. Byrd	1888	military officer,aircraft pilot,oceanographer,explorer
Richard E. Nisbett	1941	psychologist,university teacher
Richard E. Stearns	1936	engineer,computer scientist,mathematician,editor,university teacher
Richard Edlund	1940	special effects supervisor,cinematographer
Richard Egan	1936	businessperson,engineer,diplomat
Richard Erdoes	1912	photographer,writer,historian,illustrator
Richard Ettinghausen	1906	writer,curator,university teacher,orientalist,art historian
Richard F. Heck	1931	chemist,researcher
Richard Farnsworth	1920	stunt performer,television actor,film actor
Richard Feynman	1918	writer,politician,physicist,inventor,university teacher,percussionist,science communicator,quantum physicist,theoretical physicist
Richard Fleischer	1916	screenwriter,film director
Richard G. Folsom	1907	mechanical engineer
Richard Garriott	1961	businessperson,engineer,game designer,programmer,space tourist,video game developer
Richard Gere	1949	photographer,actor,human rights activist,stage actor,voice actor,film director,film producer,television actor,film actor
Richard Goldschmidt	1878	zoologist,biologist,university teacher,botanist,geneticist
Richard Grasso	1946	businessperson
Richard Hamming	1915	engineer,computer scientist,mathematician
Richard Holbrooke	1941	writer,politician,diplomat,banker
Richard Jordan Gatling	1818	inventor,gunsmith
Richard Joseph Welch	1869	politician,harbourmaster
Richard Kiley	1922	actor,stage actor,television actor,film actor
Richard Kirman, Sr.	1877	politician,banker
Richard Krautheimer	1897	university teacher,art historian,classical scholar,archaeologist,anthropologist
Richard L. Hanna	1951	businessperson,politician,business executive
Richard LaGravenese	1959	screenwriter,film director,film producer
Richard Lennon	1947	Catholic priest
Richard Lert	1885	conductor
Richard Lewis	1947	screenwriter,actor,conductor,comedian,musician,film producer,television actor,stand-up comedian
Richard Lindner	1901	illustrator,painter,university teacher,graphic artist,designer,collagist
Richard Linklater	1960	screenwriter,actor,film director,film producer
Richard Loo	1903	actor,television actor,film actor
Richard Lyons	1945	mathematician,university teacher
Richard Löwenthal	1908	university teacher,journalist
Richard M. Burr	1955	politician
Richard M. Karp	1935	computer scientist,mathematician,university teacher
Richard Meier	1934	architect,sculptor
Richard Mentor Johnson	1780	lawyer,politician
Richard Musgrave	1910	economist
Richard Neutra	1892	photographer,architect
Richard Nixon	1913	lawyer,politician,military officer,statesperson,autobiographer
Richard Norris Williams	1891	tennis player
Richard Paul Evans	1962	writer,children's writer,novelist
Richard Plant	1910	writer,historian,university teacher,journalist,sociologist,children's writer,novelist
Richard Pombo	1961	politician,rancher,co-founder
Richard Portman	1934	audio engineer
Richard Preston	1954	writer,journalist,novelist,science journalist,science fiction writer
Richard R. Schrock	1945	chemist,university teacher
Richard Rodgers	1902	composer,playwright,musician,songwriter,film producer,librettist
Richard Roeper	1959	writer,journalist,film critic
Richard Rohr	1943	writer,Catholic priest,motivational speaker,religious writer,spiritual teacher
Richard Romanus	1943	screenwriter,actor,writer,songwriter,voice actor,film producer,film actor
Richard Rorty	1931	writer,pedagogue,university teacher,philosopher
Richard S. Hamilton	1943	mathematician,university teacher
Richard Seaver	1926	publisher
Richard Serra	1938	artist,television producer,painter,sculptor,drawer,video artist
Richard Shweder	1945	university teacher,anthropologist
Richard Smalley	1943	scientist,professor,chemist
Richard Sonnenfeldt	1923	engineer,translator,interpreter
Richard Stallman	1953	engineer,inventor,programmer,blogger,activist,documentary participant
Richard Steven Horvitz	1966	actor,singer,voice actor
Richard T. Whitcomb	1921	engineer,aerospace engineer
Richard Thorpe	1896	screenwriter,actor,stage actor,film director,film actor
Richard W. Barton	1800	lawyer,politician
Richard W. Guenther	1845	politician,pharmacist
Richard Wallace	1960	engineer,computer scientist,artificial intelligence researcher
Richard Widmark	1914	stage actor,film director,television actor,film actor
Richard Winters	1918	army officer
Richard Wright	1908	writer,poet,playwright,novelist,short story writer,autobiographer
Richard Zeckwer	1850	composer,organist
Richelle Mead	1976	writer,children's writer,novelist
Richie Furay	1944	composer,singer-songwriter,musician,guitarist
Richie Ginther	1930	racing automobile driver,Formula One driver
Richie Ray	1945	composer,singer,pianist
Rick Berg	1959	businessperson,politician,business executive
Rick DeMarinis	1934	writer
Rick Evans	1943	musician,guitarist
Rick Gates	1956	computer scientist,librarian
Rick James	1948	composer,singer,record producer,pianist,singer-songwriter,songwriter,guitarist
Rick Lazio	1958	lawyer,politician
Rick Marotta	1948	actor,composer,musician,film producer,percussionist
Rick Perry	1950	politician,farmer,military officer,international forum participant
Rick Riordan	1964	writer,teacher,children's writer,novelist
Rick Ross	1976	actor,entrepreneur,songwriter,rapper,music executive,film producer
Rick Santorum	1958	lawyer,politician
Rick Tuten	1965	American football player
Ricki Lake	1968	television producer,television presenter,film producer,television actor,film actor
Rickie Lee Jones	1954	composer,singer,record producer,singer-songwriter,musician,songwriter,guitarist,jazz musician,recording artist
Rickie Winslow	1964	basketball player
Ricky Berens	1988	swimmer
Ricky Hickman	1985	basketball player
Ricky Nelson	1940	actor,singer,singer-songwriter,musician,songwriter,guitarist,television actor,recording artist
Ricky Paull Goldin	1965	actor,television producer,stage actor,television actor
Ricky Schroder	1970	screenwriter,actor,film director,film producer,director,television actor,film actor
Ridley Scott	1937	screenwriter,actor,television producer,executive producer,film director,film producer
Rik Fox	1955	bassist,musician
Riki Lindhome	1979	actor,comedian,guitarist,film director,television actor,film actor,podcaster
Rikky von Opel	1947	engineer,Formula One driver
Rikky von Opel	1948	engineer,Formula One driver
Riley Joseph Wilson	1871	judge,lawyer,politician
Riley Keough	1989	screenwriter,actor,film director,film producer,model,television actor,film actor,film screenwriter
Riley Steele	1987	actor,pornographic actor,erotic photography model,model,film actor
Rima Fakih	1985	actor,model,beauty pageant contestant
Rita Coolidge	1945	actor,singer,singer-songwriter,musician,songwriter,painter,film actor,recording artist
Rita Gam	1927	stage actor,television actor,film actor
Rita Hayworth	1918	actor,stage actor,film producer,model,dancer,television actor,film actor
Rita Levi-Montalcini	1909	scientist,physician,politician,neurologist,biochemist,neuroscientist
Rita Mae Brown	1944	screenwriter,writer,poet,playwright,novelist,prosaist,polo player,autobiographer,LGBTQI+ rights activist
Rita McBride	1960	sculptor,university teacher,printmaker
Rita Moreno	1931	singer,stage actor,voice actor,dancer,television actor,film actor
Rita Wilson	1956	actor,singer,film producer,television actor,film actor
Ritchie Valens	1941	composer,singer,singer-songwriter,songwriter,guitarist
River Phoenix	1970	actor,singer-songwriter,musician,guitarist,street artist,environmentalist,television actor,film actor
Roald Hoffmann	1937	writer,poet,playwright,chemist,university teacher,academic
Rob Barrett	1969	musician,lyricist,guitarist
Rob Bourdon	1979	composer,drummer,musician
Rob Brantly	1989	baseball player
Rob Byrnes	1958	writer,novelist
Rob Kardashian	1987	businessperson,socialite,model,television actor
Rob Levin	1955	computer scientist,programmer
Rob Lowe	1964	screenwriter,television presenter,stage actor,voice actor,film director,film producer,model,television actor,film actor
Rob Pinkston	1988	actor,television actor,film actor
Rob Reiner	1947	screenwriter,actor,writer,film director,film producer,blogger,television actor,film actor
Rob Schneider	1963	screenwriter,comedian,author,voice actor,film director,film producer,television actor,film actor,anti-vaccine activist
Rob Schroeder	1926	engineer,racing driver,Formula One driver
Rob Van Dam	1970	actor,television actor,film actor,kickboxer,professional wrestler
Rob Zombie	1965	screenwriter,actor,singer,record producer,musician,talent manager,voice actor,film director,film producer
Robb Flynn	1967	composer,singer,record producer,musician,guitarist
Robbie Nevil	1958	singer,record producer,musician,songwriter,lyricist,guitarist
Robby Ginepri	1982	tennis player
Robert A. Dahl	1915	professor,political scientist,sociologist
Robert A. Frosch	1928	theoretical physicist
Robert A. Hall	1911	university teacher,romanist,linguist
Robert A. Heinlein	1907	screenwriter,writer,literary critic,naval officer
Robert A. M. Stern	1939	architect,university teacher
Robert A. Millikan	1868	physicist,university teacher
Robert A. Thompson	1805	lawyer,politician
Robert Adler	1913	engineer,physicist,inventor,university teacher
Robert Aldrich	1918	screenwriter,film director,film producer,trade unionist
Robert Alfano	1941	physicist,university teacher
Robert Allen	1794	lawyer,politician
Robert Altman	1925	screenwriter,writer,film director,film producer,theatrical director,film editor,librettist,film actor
Robert Anderson	1917	screenwriter,writer,playwright,theatrical producer
Robert Armstrong	1890	actor,film actor
Robert Audi	1941	university teacher,philosopher
Robert Aumann	1930	professor,mathematician,economist,pedagogue,researcher
Robert B. Laughlin	1950	physicist,university teacher,academic,non-fiction writer
Robert Baumle Meyner	1908	lawyer,politician,military officer
Robert Benton	1932	screenwriter,writer,film director
Robert Bingham	1966	writer,novelist
Robert Brout	1928	physicist,university teacher,theoretical physicist
Robert Bruce Elliott	1949	actor,voice actor,television actor,film actor
Robert Bruce Elliott	1953	actor,voice actor,television actor,film actor
Robert Bruce Merrifield	1921	chemist,university teacher,biochemist
Robert Bullock	1828	judge,lawyer,politician
Robert Burns Woodward	1917	teacher,chemist,university teacher
Robert Byrd	1917	lawyer,politician,historian,fiddler
Robert C. Baker	1921	inventor,university teacher
Robert C. Merton	1944	economist,university teacher
Robert C. Prim	1921	computer scientist,mathematician
Robert Capa	1913	photographer,writer,war correspondent,photojournalist,journalist,war photographer,professional photographer
Robert Cecil Martin	1952	writer,engineer,computer scientist
Robert Clark Young	1960	writer,novelist
Robert Cloughen	1889	athletics competitor
Robert Coleman Richardson	1937	professor,physicist
Robert Costanza	1950	economist,university teacher
Robert Curl	1933	chemist,university teacher
Robert De Niro	1943	screenwriter,actor,television producer,theatrical producer,stage actor,voice actor,film director,film producer,film actor,manufacturer
Robert Deeley	1946	judge,Catholic priest
Robert Downey Jr.	1965	screenwriter,actor,singer,singer-songwriter,musician,voice actor,film director,film producer,television actor
Robert Duvall	1931	screenwriter,actor,character actor,stage actor,film director,film producer,television actor,film actor
Robert E. Howard	1906	screenwriter,writer,poet,novelist,science fiction writer
Robert E. Jager	1939	conductor,musicologist,classical composer
Robert E. Jones, Jr.	1912	lawyer,politician
Robert E. Lee	1807	military personnel,military officer,army officer
Robert E. Rodes	1829	military personnel
Robert Earl Keen	1956	singer,singer-songwriter,musician,songwriter,guitarist
Robert Elswit	1950	cinematographer,film editor
Robert Eugene Bush	1926	businessperson,military personnel,mariner
Robert F. Furchgott	1916	physician,pharmacist,chemist,university teacher,pharmacologist,biochemist
Robert F. Kennedy	1925	writer,lawyer,politician,military officer
Robert Fano	1917	engineer,computer scientist,university teacher
Robert Ferdinand Wagner	1877	judge,lawyer,politician
Robert Fogel	1926	writer,economist,historian,university teacher,economic historian
Robert Foster	1949	writer,university teacher
Robert Frost	1874	writer,poet,playwright,pedagogue
Robert Fulton	1765	scientist,engineer,inventor,painter,submariner
Robert Gates	1943	politician,air force officer
Robert Giaimo	1919	lawyer,politician
Robert Gilbert	1899	writer,composer,translator,songwriter,lyricist,librettist
Robert Gomer	1924	physicist,chemist,university teacher
Robert H. Burris	1914	university teacher,biochemist
Robert H. Dennard	1932	engineer,computer scientist,inventor,electrical engineer
Robert H. Goddard	1882	astronomer,engineer,physicist,mathematician,inventor,aerospace engineer
Robert H. Grubbs	1942	chemist,university teacher,autobiographer
Robert Haskell	1903	politician
Robert Hoffman	1985	actor,choreographer,dancer,film editor,television actor,film actor
Robert Hofstadter	1915	physicist,astrophysicist,university teacher,nuclear physicist
Robert Indiana	1928	scenographer,designer,printmaker,artist,painter,sculptor,costume designer,graphic artist,postage stamp designer,jewelry designer
Robert J. Flaherty	1884	screenwriter,camera operator,cartographer,film director,film producer,film editor,explorer
Robert J. Kleberg	1803	farmer
Robert J. Mical	1956	engineer,computer scientist
Robert J. Shiller	1946	writer,economist,pedagogue,university teacher,international forum participant
Robert J. Steinmiller Jr.	1978	actor,film actor
Robert J. Van de Graaff	1901	physicist,university teacher
Robert J. Wilke	1914	actor,television actor,film actor,golfer
Robert Johnson	1911	singer-songwriter,guitarist,street artist,blues singer
Robert Jordan	1948	writer,military officer,novelist,science fiction writer
Robert Julius Trumpler	1886	astronomer
Robert Kempner	1899	lawyer,professor,jurist
Robert Kendrick	1979	tennis player
Robert Kiyosaki	1947	writer,teacher,businessperson,entrepreneur,military officer,investor,financier
Robert Knepper	1959	actor,stage actor,television actor,film actor
Robert Knight	1945	singer,musician
Robert L. Bacon	1884	politician
Robert L. Bernstein	1923	human rights activist
Robert L. Stevens	1787	businessperson,engineer,inventor,railway engineer
Robert L. Stewart	1942	astronaut
Robert L. Surtees	1906	photographer,cinematographer
Robert Landsburg	1931	photographer
Robert Lansing	1928	stage actor,television actor,film actor
Robert LeRoy	1885	tennis player
Robert Lefkowitz	1943	physician,chemist,university teacher,biochemist
Robert Legato	1956	cinematographer,film director
Robert Lowie	1883	curator,sociologist,anthropologist
Robert Lucas	1937	economist
Robert Ludlum	1927	screenwriter,writer,executive producer,novelist,science fiction writer
Robert M. Isaac	1928	politician
Robert Marion	1766	politician
Robert Marshak	1916	physicist,astrophysicist,university teacher,nuclear physicist
Robert May, Baron May of Oxford	1936	engineer,politician,physicist,zoologist,university teacher,ecologist
Robert McAlmon	1895	writer,poet,publisher
Robert McClelland	1807	lawyer,politician
Robert McFarlane	1937	politician,military officer
Robert McNamara	1916	writer,military personnel,politician,economist,banker
Robert Metcalfe	1946	businessperson,engineer,computer scientist,mathematician,inventor,electrical engineer,university teacher
Robert Middleton	1911	actor,television actor,film actor
Robert Mitchum	1917	screenwriter,actor,singer,songwriter,television actor,film actor
Robert Moog	1934	engineer,inventor,musician,university teacher,musical instrument maker
Robert Morse	1931	stage actor,television actor,film actor
Robert Motherwell	1915	painter,graphic artist,designer,printmaker,collagist
Robert Noyce	1927	businessperson,engineer,computer scientist,physicist,inventor
Robert Nozick	1938	political scientist,university teacher,philosopher
Robert O'Brien	1908	screenwriter,engineer,racing automobile driver,Formula One driver
Robert Oppenheimer	1904	engineer,university teacher,art collector,nuclear physicist,theoretical physicist
Robert Patrick	1958	actor,voice actor,film producer,television actor,film actor,manufacturer,American football player
Robert Pearce	1908	amateur wrestler
Robert Peary	1856	writer,military officer,researcher,explorer
Robert Pound	1919	physicist,university teacher,nuclear physicist
Robert Quiroga	1969	boxer
Robert R. Gilruth	1913	astronaut,engineer,aircraft pilot,aerospace engineer
Robert R. Livingston	1746	judge,lawyer,diplomat
Robert Rauschenberg	1925	photographer,painter,sculptor,graphic artist,choreographer,jewelry designer,designer,performance artist,printmaker,architectural draftsperson,collagist,assemblage artist
Robert Rayford	1953	whore
Robert Redford	1936	actor,businessperson,executive producer,stage actor,voice actor,film director,film producer,environmentalist,television actor,film actor
Robert Riskin	1897	screenwriter,writer,playwright,film director,film producer
Robert Rodat	1953	screenwriter,actor,film producer
Robert Rodriguez	1968	screenwriter,composer,cinematographer,musician,camera operator,film director,production designer,film producer,film editor,film actor
Robert Russell Newton	1918	astronomer,physicist,historian
Robert S. Barton	1925	engineer,computer scientist,university teacher
Robert S. Bennett	1939	lawyer
Robert S. Hartman	1910	philosopher,logician
Robert S. Mulliken	1896	physicist,university teacher,theoretical chemist
Robert Satcher	1965	astronaut,physician,chemical engineer
Robert Scheerer	1928	television producer,film director,film producer,television actor,film actor
Robert Scheerer	1929	television producer,film director,film producer,television actor,film actor
Robert Sean Leonard	1969	actor,stage actor,television actor,film actor
Robert Sedgewick	1946	writer,computer scientist,university teacher,programmer
Robert Sheckley	1928	screenwriter,writer,novelist,science fiction writer
Robert Siodmak	1900	screenwriter,actor,film director,film producer
Robert Soblen	1900	psychiatrist,spy
Robert Solow	1924	professor,economist,university teacher
Robert Steinberg	1922	mathematician,university teacher
Robert Tappan Morris	1965	computer scientist,professor
Robert Tarjan	1948	computer scientist,mathematician,university teacher
Robert Taylor	1911	actor,aircraft pilot,television actor,film actor
Robert Taylor	1932	computer scientist,psychologist
Robert Todd Carroll	1945	writer,professor,philosopher
Robert Trujillo	1964	bassist,musician
Robert Urich	1946	actor,television producer
Robert Venturi	1925	photographer,architect,university teacher
Robert Voisey	1969	composer
Robert W. Boyd	1948	physicist,university teacher
Robert W. Field	1944	chemist,university teacher
Robert W. Floyd	1936	engineer,computer scientist,university teacher
Robert W. Gore	1937	businessperson,inventor
Robert W. Holley	1922	chemist,biochemist
Robert W. Scott	1929	politician
Robert Wadlow	1918	circus performer
Robert Wagner	1930	actor,film producer,television actor,film actor
Robert Wartenberg	1886	physician,neurologist,university teacher
Robert Whittaker	1920	university teacher,botanist,ecologist
Robert Wilson	1936	astronomer,physicist,researcher
Robert Wisdom	1953	actor,television actor,film actor
Robert Wise	1914	film director,film producer,film editor,trade unionist
Robert Z. Aliber	1930	economist,university teacher
Robert Z. Leonard	1889	screenwriter,actor,film director,film producer,film actor,film screenwriter
Robert Zemeckis	1952	screenwriter,actor,writer,film director,film producer,science fiction writer
Robert de Beaugrande	1946	linguist
Robert von Dassanowsky	1956	writer,poet,historian,university teacher,film producer,literary historian
Robert von Dassanowsky	1960	writer,poet,historian,university teacher,film producer,literary historian
Roberta Flack	1937	teacher,singer,pianist,singer-songwriter,musician,recording artist
Roberta Flack	1939	teacher,singer,pianist,singer-songwriter,musician,recording artist
Roberta Peters	1930	singer,musician,opera singer
Roberta Williams	1953	writer,entrepreneur,video game designer
Roberto G. Fernández	1951	novelist
Robin Antin	1961	actor,ballet dancer,television presenter,choreographer,dancer,television actor
Robin Bartlett	1951	actor,stage actor,television actor,film actor
Robin Beck	1954	singer
Robin Finck	1971	musician,guitarist
Robin Fox	1934	anthropologist
Robin Givens	1964	stage actor,stage actor,television actor,television actor,film actor,film actor
Robin Hobb	1952	writer,novelist,science fiction writer
Robin Mattson	1956	actor,television actor,film actor
Robin Swicord	1952	screenwriter,film director
Robin Tunney	1972	television actor,film actor
Robin Williams	1951	screenwriter,actor,comedian,mime artist,stage actor,voice actor,film producer,television actor,film actor,stand-up comedian,audiobook narrator
Robin Wright	1966	actor,television producer,film director,film producer,model,television actor,film actor
Rock Hudson	1925	actor,military personnel,stage actor,television actor,film actor,HIV/AIDS activist
Rockin' Robin	1964	professional wrestler
Rockwell Kent	1882	writer,artist,illustrator,painter,visual artist,printmaker,prosaist
Rocky Marciano	1923	boxer
Rod Blagojevich	1956	lawyer,politician
Rod Evans	1947	singer,songwriter
Rod Fontana	1952	pornographic actor,film actor
Rod Hundley	1934	journalist,basketball player
Rod Michael	1981	singer,musician
Rod Milburn	1950	hurdler,hurdler
Rod Paige	1933	politician
Rod Steiger	1925	actor,stage actor,television actor,film actor
Roderick MacKinnon	1956	chemist,university teacher,biochemist,neuroscientist,biophysicist,crystallographer,internist
Rodger Bumpass	1951	actor,singer,comedian,voice actor,stand-up comedian
Rodger Ward	1921	racing automobile driver,Formula One driver
Rodney Atkins	1969	singer,singer-songwriter,musician
Rodney Davis	1970	politician
Rodney Frelinghuysen	1946	politician
Rodney Rowland	1964	actor,model,television actor,film actor
Roger Aaron Brown	1949	actor,television actor,film actor
Roger Boisjoly	1938	engineer,aerospace engineer
Roger Corman	1926	screenwriter,actor,executive producer,film director,film producer,television actor,film actor
Roger D. Kornberg	1947	chemist,biologist,university teacher,biochemist
Roger Donlon	1934	military personnel
Roger Ebert	1942	screenwriter,writer,reporter,television presenter,journalist,film critic,presenter
Roger Fouts	1943	psychologist,psychologist,university teacher,university teacher,anthropologist,anthropologist
Roger Guillemin	1924	physician,university teacher,biochemist,endocrinologist
Roger Joseph Foys	1945	Catholic priest
Roger Mears	1947	engineer,racing driver,racing automobile driver
Roger Myerson	1951	mathematician,economist
Roger Penske	1937	businessperson,businessperson,Formula One driver,Formula One driver,NASCAR team owner,NASCAR team owner
Roger S. Bagnall	1947	university teacher,classical scholar,papyrologist
Roger Slifer	1954	screenwriter,writer,television producer,editor,comics writer
Roger Smith	1925	businessperson,manager
Roger Sperry	1913	physician,psychologist,neurologist,university teacher,physiologist
Roger Y. Tsien	1952	international forum participant,chemist,university teacher,biochemist,biophysicist
Rogers Hornsby	1896	baseball player
Roland Totheroh	1890	actor,cinematographer
Rolando Blackman	1959	basketball player,basketball coach
Rolf Landauer	1927	engineer,computer scientist,physicist
Roma Maffia	1955	actor,television actor,film actor
Roma Maffia	1958	actor,television actor,film actor
Romaine Fielding	1867	screenwriter,actor,stage actor,film director,film actor
Roman Coppola	1965	screenwriter,actor,film director,film producer
Roman Cycowski	1901	singer
Roman Jakobson	1896	writer,teacher,historian,pedagogue,critic,linguist,literary scholar
Roman Reigns	1985	film actor,professional wrestler,American football player
Romina Power	1951	entrepreneur,singer,socialite,songwriter,film producer,television actor
Ron Asheton	1948	actor,songwriter,lyricist,guitarist
Ron Backes	1963	athletics competitor
Ron Canada	1949	actor,stage actor,television actor,film actor
Ron Carey	1935	television actor,film actor
Ron Chernow	1949	writer,historian,biographer,journalist
Ron Dante	1945	singer,record producer,singer-songwriter,musician
Ron Edwards	1964	role-playing game designer
Ron Galella	1931	photographer,paparazzi,photojournalist
Ron Gettelfinger	1944	trade unionist
Ron Goldman	1968	waiter
Ron Howard	1954	screenwriter,actor,television producer,television director,voice actor,film director,film producer,television actor,film actor
Ron Howard	1982	basketball player
Ron Jeffries	1939	engineer,computer scientist,programmer
Ron Killings	1972	actor,waste picker,professional wrestler
Ron Mix	1938	lawyer,American football player
Ron Nelson	1929	composer,conductor,university teacher,musicologist,music teacher
Ron Paul	1935	politician,television producer,surgeon,journalist,gynaecologist,obstetrician,podcaster,YouTuber,air force officer
Ron Perlman	1950	screenwriter,comedian,character actor,voice actor,television actor,film actor,dub actor
Ron Reagan	1958	journalist,radio personality
Ron Rifkin	1939	stage actor,film director,television actor,film actor
Ron Taylor	1952	actor,singer,voice actor,television actor,film actor
Ronald Allen	1984	basketball player,basketball coach
Ronald B. Levinson	1896	university teacher,classical scholar,philosopher
Ronald Dominique	1964	serial killer
Ronald Dworkin	1931	lawyer,philosopher,law professor
Ronald Fagin	1945	engineer,computer scientist,mathematician,information scientist
Ronald Reagan	1911	screenwriter,actor,politician,military officer,lifeguard,statesperson,character actor,announcer,voice actor,television actor,film actor,trade unionist,autobiographer,diarist
Ronald Shannon Jackson	1940	jazz musician
Ronald V. Book	1937	computer scientist,mathematician,university teacher
Ronald Wayne	1934	engineer,computer scientist,entrepreneur
Ronda Rousey	1987	actor,athlete,judoka,martial artist,mixed martial arts fighter,professional wrestler
Ronee Blakley	1945	screenwriter,actor,singer,songwriter,film director,film actor
Roneeka Hodges	1982	basketball player,basketball coach
Ronnie Bucknum	1936	engineer,racing automobile driver,Formula One driver
Ronnie Coleman	1964	police officer,bodybuilder,American football player
Ronnie James Dio	1942	composer,songwriter,heavy metal singer
Ronnie Vannucci	1976	musician,percussionist
Ronny Cox	1938	actor,singer-songwriter
Rooney Mara	1985	actor,voice actor,film producer,fashion designer,television actor,film actor
Roosevelt Sykes	1906	pianist,musician
Rory Block	1949	singer,songwriter,guitarist
Rory Kennedy	1968	actor,writer,film director,film producer
Rosa Parks	1913	public figure,civil rights advocate,human rights activist,political activist,autobiographer
Rosa Ponselle	1897	singer,musician,opera singer
Rosalind Chao	1957	actor,voice actor,television actor,film actor
Rosalind Picard	1962	engineer,computer scientist,university teacher,artificial intelligence researcher
Rosalind Russell	1907	screenwriter,actor,singer,character actor,stage actor,model,television actor,film actor
Rosalyn Sussman Yalow	1921	physician,physicist,university teacher,biophysicist
Rosalyn Tureck	1914	pianist,musician,harpsichordist,musicologist,music teacher
Rosalynn Carter	1927	politician,autobiographer,women's rights activist
Rosanna Arquette	1959	actor,voice actor,film producer,television actor,film actor
Rosario Dawson	1979	actor,writer,singer,stage actor,voice actor,television actor,film actor,comics writer,presenter
Rosco Gordon	1928	singer,pianist,singer-songwriter,musician,lyricist
Roscoe Tanner	1951	tennis player
Rose Ausländer	1901	writer,poet
Rose Bampton	1908	singer,opera singer,music teacher
Rose Cleveland	1846	writer,teacher,politician
Rose Dione	1878	actor,film actor
Rose Kennedy	1890	socialite,socialite
Rose Marie	1923	actor,writer,singer,comedian,voice actor,autobiographer
Rose Mary Woods	1917	secretary
Rose McGowan	1973	actor,singer,director,model,television actor,film actor,activist
Rose Mofford	1922	politician
Rose Troche	1964	screenwriter,television producer,television director,film director,film producer,director
Roseanne Barr	1952	screenwriter,writer,politician,television producer,stage actor,voice actor,blogger,television actor,film actor
Rosearik Rikki Simons	1970	comics artist,painter,voice actor,novelist
Rosemarie DeWitt	1971	actor,stage actor,television actor,film actor
Rosemary Casals	1948	tennis player
Rosemary Harris	1927	actor,stage actor,television actor,film actor
Rosemary Radford Ruether	1936	writer,theologian,university teacher,environmentalist,philosopher
Rosie O'Donnell	1962	actor,writer,singer,television producer,television presenter,stage actor,voice actor,blogger,television actor,film actor,manufacturer,stand-up comedian
Rosie Perez	1964	stage actor,voice actor,choreographer,dancer,television actor,film actor
Ross Lee Finney	1906	music teacher,composer
Ross Macdonald	1915	writer,architect,novelist
Ross Martin	1920	stage actor,television actor,film actor
Ross Valory	1949	bassist,musician
Rosser Reeves	1910	economist
Roswell Rudd	1935	composer,trombonist,pedagogue,jazz musician
Rouben Mamoulian	1897	film director,theatrical director
Roxana Saberi	1977	screenwriter,journalist,beauty pageant contestant
Roxann Dawson	1958	actor,comedian,television producer,television director,film director,film producer,director
Roxanne Seeman	1954	singer,songwriter,lyricist
Roxanne Shanté	1969	singer,musician,rapper
Roxy DeVille	1982	actor,pornographic actor
Roy Bourgeois	1938	military officer,Catholic priest,human rights activist
Roy Chapman Andrews	1884	writer,zoologist,paleontologist,explorer
Roy Fielding	1965	engineer,computer scientist
Roy J. Glauber	1925	physicist,university teacher
Roy Lassiter	1969	association football player
Roy Lichtenstein	1923	painter,sculptor,university teacher,graphic artist,jewelry designer,scenographer,designer,printmaker,architectural draftsperson,lithographer
Roy Montrell	1928	guitarist,jazz musician
Roy Orbison	1936	composer,singer,singer-songwriter,musician,songwriter,guitarist
Roy Pearson	1949	judge
Roy Raymond	1947	entrepreneur
Roy Scheider	1932	actor,boxer
Roy Walter Riehlman	1899	politician,entrepreneur,operator
Roy Williams	1950	screenwriter,head coach,basketball coach
Roy Zimmerman	1957	singer-songwriter,musician,journalist
Royal Robbins	1935	rock climber,mountaineer
Ruben Boykin	1985	basketball player,basketball coach
Ruben Douglas	1979	basketball player
